MY;;.MALAYSIA;;;;;;;;
MY;JHB;Johor Bahru;Johor Bahru;;1--4----;AI;9401;;;
MY;KAB;Kabong; Sarawak;Kabong; Sarawak;;1-------;QQ;8103;;;
MY;TKP;Kampong Tanjong Kupang;Kampong Tanjong Kupang;;1-3-----;RL;0212;;0121N 10335E;
MY;TAE;Kampong Tasek;Kampong Tasek;;-23-----;RL;0212;;0439N 10106E;
MY;KUR;Kampong Ulu Redang;Kampong Ulu Redang;;--3-----;RL;0601;;0547N 10301E;
MY;TIB;Kampung Tikam Batu;Kampung Tikam Batu;;--3-----;RL;0212;;0535N 10025E;
MY;KGR;Kangar;Kangar;;--3-----;RL;0212;;0626N 10011E;
MY;KAP;Kapar;Kapar;;--3-----;RL;0212;;0308N 10122E;
MY;KPI;Kapit; Sarawak;Kapit; Sarawak;;---4----;AI;9601;;;
MY;KES;Kejit;Kejit;;1-------;QQ;8103;;;
MY;KEL;Kelang;Kelang;;--3-----;RL;0212;;0302N 10126E;
MY;KLU;Keluang;Keluang;;--3-----;RL;0201;;0202N 10320E;
MY;KEM;Kemaman;Kemaman;;1-------;QQ;8103;;;
MY;KEP;Kepong Cubitt Forest Village;Kepong Cubitt Forest Village;;--3-----;RL;0212;;0311N 10134E;
MY;KTE;Kerteh;Kerteh;;-23-----;RL;0212;;0431N 10327E;
MY;KET;Kertih;Kertih;;1-------;RL;0212;;0431N 10327E;
MY;KIJ;Kijal;Kijal;;1-------;QQ;8103;;;
MY;KIM;Kimanis; Sabah;Kimanis; Sabah;;1-------;QQ;8103;;;
MY;KLA;Klang;Klang;;-23-----;RL;0212;;0302N 10127E;
MY;KBD;Kota Belud; Sabah;Kota Belud; Sabah;;1-------;QQ;8103;;;
MY;KBR;Kota Bharu;Kota Bharu;;1--4----;AI;9601;;;
MY;BKI;Kota Kinabalu; Sabah;Kota Kinabalu; Sabah;;1-345---;AI;9601;;;
MY;KTI;Kota Tinggi;Kota Tinggi;;1-------;QQ;8103;;;
MY;KRE;Krety;Krety;;1-------;QQ;8103;;;
MY;KBA;Kuala Baram;Kuala Baram;;1-------;QQ;8103;;;
MY;KBE;Kuala Belud; Sabah;Kuala Belud; Sabah;;1-------;QQ;8103;;;
MY;KBS;Kuala Besar;Kuala Besar;;1-------;QQ;8103;;;
MY;BST;Kuala Besut;Kuala Besut;;1-------;RL;0212;;0550N 10234E;
MY;KUG;Kuala Gula;Kuala Gula;;1-------;QQ;8103;;;
MY;KAR;Kuala Kangsar;Kuala Kangsar;;--3-----;RL;0212;;0446N 10057E;
MY;KKH;Kuala Kedah;Kuala Kedah;;1-------;QQ;8103;;;
MY;KLG;Kuala Langat;Kuala Langat;;-23-----;RL;0212;;0245N 10135E;
MY;KUL;Kuala Lumpur;Kuala Lumpur;;---45---;AI;9601;;;
MY;KPU;Kuala Penyu; Sabah;Kuala Penyu; Sabah;;1-------;QQ;8103;;;
MY;KPS;Kuala Perlis;Kuala Perlis;;1-------;QQ;8103;;;
MY;PRN;Kuala Rompin;Kuala Rompin;;1-------;QQ;8103;;;
MY;KSD;Kuala Sedili;Kuala Sedili;;1-------;QQ;8103;;;
MY;KSG;Kuala Segama; Sabah;Kuala Segama; Sabah;;1-------;QQ;8103;;;
MY;KSL;Kuala Selangor;Kuala Selangor;;1-------;QQ;8103;;;
MY;TGG;Kuala Terengganu;Kuala Terengganu;;1--4----;AI;9601;;;
MY;KUA;Kuantan (Tanjong Gelang);Kuantan (Tanjong Gelang);;1--4----;AI;9601;;;
MY;KCH;Kuching; Sarawak;Kuching; Sarawak;;1--45---;AI;9601;;;
MY;KUD;Kudat; Sabah;Kudat; Sabah;;1-34----;AI;9601;;;
MY;KKP;Kukup;Kukup;;1-------;QQ;8103;;;
MY;KLM;Kulim;Kulim;;--3-----;RL;0212;;0521N 10032E;
MY;KUN;Kunak; Sabah;Kunak; Sabah;;1-------;QQ;8103;;;
MY;LBH;Labuan Haji;Labuan Haji;;1-------;RL;0212;;0429N 11838E;
MY;LBU;Labuan; Sabah;Labuan; Sabah;;1--4----;AI;9601;;;
MY;LDU;Lahad Datu; Sabah;Lahad Datu; Sabah;;1--4----;QQ;8103;;;
MY;LAH;Lahat;Lahat;;-23-----;RL;0212;;0433N 10102E;
MY;LAP;Langkap;Langkap;;-23-----;RQ;0212;;0405N 10115E;
MY;LGK;Langkawi;Langkawi;;1-34----;AI;0401;;0622N 09948E;
MY;LWY;Lawas; Sarawak;Lawas; Sarawak;;1--4----;AI;9601;;;
MY;LMN;Limbang; Sarawak;Limbang; Sarawak;;1-------;AI;9601;;;
MY;LGG;Lingga; Sarawak;Lingga; Sarawak;;1-------;QQ;8103;;;
MY;LSM;Long Semado;Long Semado;;---4----;AI;9601;;;
MY;ODN;Long Seridan;Long Seridan;;---4----;AI;9601;;;
MY;LSU;Long Sukang;Long Sukang;;---4----;AI;9601;;;
MY;LUM;Lumut;Lumut;;1-------;QQ;8103;;;
MY;LUN;Lundu; Sarawak;Lundu; Sarawak;;1-------;QQ;8103;;;
MY;LUT;Lutong; Sarawak;Lutong; Sarawak;;1-------;QQ;8103;;;
MY;MAM;Mak Mandin;Mak Mandin;;--3-----;RL;0212;;0525N 10022E;
MY;MKZ;Malacca;Malacca;;1--4----;AI;9601;;;
MY;MAN;Manjung;Manjung;;1-------;RQ;0307;;0409N 10037E;
MY;MUR;Marudi; Sarawak;Marudi; Sarawak;;1--4----;AI;9601;;;
MY;MEM;Mempakul; Sabah;Mempakul; Sabah;;1-------;QQ;8103;;;
MY;MEL;Menglembu;Menglembu;;-23-----;RL;0212;;0434N 10102E;
MY;MEP;Mersing;Mersing;;1--4----;AI;9601;;;
MY;MEU;Meru;Meru;;--3-----;RL;0212;;0308N 10126E;
MY;MYY;Miri; Sarawak;Miri; Sarawak;;1-------;AI;9601;;;
MY;MUA;Muar;Muar;;1-------;QQ;8103;;;
MY;MKM;Mukah; Sarawak;Mukah; Sarawak;;1--4----;AI;9601;;;
MY;MEN;Nenasi;Nenasi;;1-3-----;RL;0212;;0308N 10327E;
MY;PGB;Padang Besar;Padang Besar;;--3-----;RL;0201;;0623N 10018E;
MY;PAL;Paloh; Sarawak;Paloh; Sarawak;;1-------;QQ;8103;;;
MY;PAY;Pamol;Pamol;;---4----;AI;9601;;;
MY;PAN;Panchang;Panchang;;1-------;QQ;8103;;;
MY;PGK;Pangkur;Pangkur;;--3-----;RL;0601;;0413N 10034E;
MY;PAS;Pasir Gogok;Pasir Gogok;;1-------;QQ;8103;;;
MY;PGU;Pasir Gudang; Johor;Pasir Gudang; Johor;;1-------;QQ;8103;;;
MY;PHI;Pasir Hitam;Pasir Hitam;;1-------;QQ;8103;;;
MY;PED;Pedena;Pedena;;1-------;QQ;8103;;;
MY;PBK;Pelabuhan Kelang;Pelabuhan Kelang;;123-----;RL;0401;;0300N 10124E;
MY;PEN;Penang (Georgetown);Penang (Georgetown);;1--4----;AI;9601;;;
MY;PMT;Penara Marine Terminal;Penara Marine Terminal;;1-------;RQ;0501;;0607N 10501E;
MY;PGG;Pengerang;Pengerang;;1-------;RL;0212;;0122N 10407E;
MY;PKK;Pengkalan Kubor;Pengkalan Kubor;;1-------;QQ;8103;;;
MY;RAI;Perai;Perai;;123-----;RL;0701;;0523N 10023E;
MY;PJA;Petaling Jaya;Petaling Jaya;;--3-----;RL;0101;;;
MY;POW;Pontian;Pontian;;1-------;QQ;8103;;;
MY;PDI;Port Dickson;Port Dickson;;1-------;QQ;8103;;;
MY;PKG;Port Kelang;Port Kelang;;123-5---;RL;0407;;0300N 10124E;
MY;PRA;Prai;Prai;;1-------;QQ;8103;;;
MY;PUC;Puchong;Puchong;;--3-----;RQ;0212;;;
MY;PBA;Pulau Batik; Sabah;Pulau Batik; Sabah;;1-------;QQ;8103;;;
MY;PPI;Pulau Pisang;Pulau Pisang;;1-------;QQ;8103;;;
MY;PTB;Pulau Tambisan; Sabah;Pulau Tambisan; Sabah;;1-------;QQ;8103;;;
MY;PUN;Punang; Sarawak;Punang; Sarawak;;1-------;QQ;8103;;;
MY;RNU;Ranau;Ranau;;---4----;AI;9601;;;
MY;REJ;Rejang; Sarawak;Rejang; Sarawak;;1-------;QQ;8103;;;
MY;SBT;Sabahat;Sabahat;;1-------;RL;0212;;0504N 11902E;
MY;SAM;Samu;Samu;;1-------;RL;0212;;0133N 11132E;
MY;SDK;Sandakan; Sabah;Sandakan; Sabah;;1--4----;AI;9601;;;
MY;SAR;Sarikei;Sarikei;;1-3-----;RL;0212;;0207N 11131E;
MY;SGM;Segamat;Segamat;;123-----;RL;0212;;0230N 10249E;
MY;SEJ;Sejingkat; Sarawak;Sejingkat; Sarawak;;1-------;QQ;8103;;;
MY;SEL;Selalang; Sarawak;Selalang; Sarawak;;1-------;QQ;8103;;;
MY;BSE;Sematan; Sarawak;Sematan; Sarawak;;1--4----;AI;9506;;;
MY;SMM;Semporna; Sabah;Semporna; Sabah;;1--4----;AI;9601;;;
MY;SEI;Senai;Senai;;-234----;RL;0307;;0136N 10339E;
MY;SEW;Senawang;Senawang;;-23-----;RL;0212;;0242N 10158E;
MY;SEP;Sepang; Selangor;Sepang; Selangor;;1-3---7-;RL;0501;;0242N 10145E;
MY;SPE;Sepulot;Sepulot;;---4----;AI;0001;;;
MY;SRB;Seremban;Seremban;;-23-----;RL;0212;;0243N 10156E;
MY;SKB;Seri Kembangan;Seri Kembangan;;-23-----;RL;0212;;0301N 10142E;
MY;SHA;Shah Alam;Shah Alam;;1-------;RQ;9601;;;
MY;SBW;Sibu; Sarawak;Sibu; Sarawak;;1--4----;AI;9601;;;
MY;SIJ;Sijingkat;Sijingkat;;1-------;RQ;9506;;;
MY;SIL;Silay;Silay;;1-------;QQ;8103;;;
MY;SMG;Simanggang; Sarawak;Simanggang; Sarawak;;1-------;QQ;8103;;;
MY;SPG;Simpangan; Sabah;Simpangan; Sabah;;1-------;QQ;8103;;;
MY;SMJ;Simunjan; Sarawak;Simunjan; Sarawak;;1-------;QQ;8103;;;
MY;SDM;Sindumin;Sindumin;;1-------;QQ;8103;;;
MY;SPT;Sipitang; Sabah;Sipitang; Sabah;;1-------;AI;9601;;;
MY;SIR;Siran;Siran;;1-------;QQ;8103;;;
MY;SRK;Sirikin; Sarawak;Sirikin; Sarawak;;1-------;QQ;8103;;;
MY;SWY;Sitiawan;Sitiawan;;---4----;AI;0001;;;
MY;SAB;Sobak Bernam;Sobak Bernam;;--3-----;RL;0212;;0346N 10058E;
MY;SME;Sri Medan;Sri Medan;;1-------;QQ;8103;;;
MY;SUB;Subang Jaya;Subang Jaya;;-23-----;RL;0212;;0304N 10135E;
MY;SZB;Subang Kuala Lumpur Airport;Subang Kuala Lumpur Airport;;--34----;RL;0701;;0308N 10133E;
MY;SDR;Sundar; Sarawak;Sundar; Sarawak;;1-------;QQ;8103;;;
MY;SBL;Sungai Buluh;Sungai Buluh;;-23-----;RL;0212;;0312N 10135E;
MY;PET;Sungai Petani;Sungai Petani;;-23-----;RL;0212;;0538N 10029E;
MY;SRE;Sungai Rengit;Sungai Rengit;;1-------;QQ;8103;;;
MY;SUW;Sungai Way;Sungai Way;;123-----;RL;0212;;0305N 10137E;
MY;GTK;Sungei Tekai;Sungei Tekai;;---4----;AI;0001;;;
MY;TPG;Taiping;Taiping;;---4----;AI;0001;;;
MY;SXT;Taman Negara;Taman Negara;;---4----;AI;0001;;;
MY;TAI;Tampoi;Tampoi;;1-3-----;RL;0212;;0129N 10341E;
MY;TMR;Tanah Merah;Tanah Merah;;-23-----;RL;0212;;0548N 10208E;
MY;TTE;Tandjung Tengelili;Tandjung Tengelili;;1-------;QQ;8103;;;
MY;TKK;Tangkak;Tangkak;;--3-----;RL;0212;;0216N 10232E;
MY;TBA;Tanjong Baran;Tanjong Baran;;1-------;QQ;8103;;;
MY;TBE;Tanjong Berhala;Tanjong Berhala;;1-------;RQ;9506;;;
MY;TBI;Tanjong Bin;Tanjong Bin;;1-------;RL;0307;;0120N 10333E;
MY;TDA;Tanjong Dawai;Tanjong Dawai;;1-------;QQ;8103;;;
MY;TKI;Tanjong Kidurong;Tanjong Kidurong;;1-------;RQ;9506;;;
MY;TKL;Tanjong Kling;Tanjong Kling;;0-------;RQ;9012;;;
MY;TMI;Tanjong Mani; Sarawak;Tanjong Mani; Sarawak;;1-------;QQ;8103;;;
MY;TSR;Tanjong Surat;Tanjong Surat;;1-------;QQ;8103;;;
MY;TGE;Tanjung Gelang;Tanjung Gelang;;1-3-----;RL;0401;;0359N 10325E;
MY;TAM;Tanjung Malim;Tanjung Malim;;-23-----;RL;0212;;0341N 10130E;
MY;TPP;Tanjung Pelepas;Tanjung Pelepas;;123-----;RL;0601;;0122N 10333E;
MY;TAT;Tapis Terminal;Tapis Terminal;;1-------;RQ;9506;;;
MY;TWU;Tawau; Sabah;Tawau; Sabah;;1--4----;AI;9601;;;
MY;TAN;Telok Anson;Telok Anson;;0-------;RQ;9506;;;
MY;TAS;Telok Intan;Telok Intan;;1-------;QQ;8103;;;
MY;TRM;Telok Ramunia;Telok Ramunia;;1-------;QQ;8103;;;
MY;TEM;Temerloh;Temerloh;;--3-----;RL;0212;;0326N 10225E;
MY;TEN;Tengku; Sabah;Tengku; Sabah;;1-------;QQ;8103;;;
MY;TOD;Tioman;Tioman;;1--4----;AI;9601;;;
MY;TMG;Tomanggong;Tomanggong;;1--4----;AI;9601;;;
MY;TMB;Tumbum;Tumbum;;1-------;QQ;8103;;;
MY;TUM;Tumpat;Tumpat;;1-------;QQ;8103;;;
MY;TUN;Tungku;Tungku;;1-------;QQ;8103;;;
MY;UTI;Ulu Tiram;Ulu Tiram;;-23-----;RL;0212;;0138N 10350E;
MY;WAL;Wallace Bay; Sabah;Wallace Bay; Sabah;;1-------;QQ;8103;;;
MY;WES;Weston; Sabah;Weston; Sabah;;1-------;QQ;8103;;;
MY;WSP;Westport/Port Klang;Westport/Port Klang;;--3-----;RQ;0507;;0257N 10118E;
